Skor (Bintang),Ulasan Teks,Tanggal Ulasan,Balasan Pengembang,Jumlah Like,ID Ulasan,Case Folding,Tokens,Stemmed,Filtered,Filtered_Text
"1,""Halo selamat malam admin, untuk anime ONE PIECE, episode 751-1088 kenapa tidak ada ya? Mohon ditanggapi, terima kasihðŸ™"",2025-10-06 13:15:59,,0,627207f4-3d51-46f0-abb6-d0b7f6adc77c,""halo selamat malam admin, untuk anime one piece, episode 751-1088 kenapa tidak ada ya? mohon ditanggapi, terima kasihðŸ™"",""['Halo', 'selamat', 'malam', 'admin', ',', 'untuk', 'anime', 'ONE', 'PIECE', ',', 'episode', '751-1088', 'kenapa', 'tidak', 'ada', 'ya', '?', 'Mohon', 'ditanggapi', ',', 'terima', 'kasihðŸ™']"",""['halo', 'selamat', 'malam', 'admin', ',', 'untuk', 'anim', 'one', 'piec', ',', 'episod', '751-1088', 'kenapa', 'tidak', 'ada', 'ya', '?', 'mohon', 'ditanggapi', ',', 'terima', 'kasihðŸ™']"",""['halo', 'selamat', 'malam', 'admin', 'untuk', 'anim', 'one', 'piec', 'episod', 'kenapa', 'tidak', 'ada', 'ya', 'mohon', 'ditanggapi', 'terima']"",halo selamat malam admin untuk anim one piec episod kenapa tidak ada ya mohon ditanggapi terima"
"1,rating ga seberapa loginnya susah minta ampun mana mahal bayarnya kocakk pantesan sepi ðŸ¤£ðŸ¤£,2025-10-06 11:18:34,,0,3e060c7c-e318-49a3-a3af-2e133070730c,rating ga seberapa loginnya susah minta ampun mana mahal bayarnya kocakk pantesan sepi ðŸ¤£ðŸ¤£,""['rating', 'ga', 'seberapa', 'loginnya', 'susah', 'minta', 'ampun', 'mana', 'mahal', 'bayarnya', 'kocakk', 'pantesan', 'sepi', 'ðŸ¤£ðŸ¤£']"",""['rate', 'ga', 'seberapa', 'loginnya', 'susah', 'minta', 'ampun', 'mana', 'mahal', 'bayarnya', 'kocakk', 'pantesan', 'sepi', 'ðŸ¤£ðŸ¤£']"",""['rate', 'ga', 'seberapa', 'loginnya', 'susah', 'minta', 'ampun', 'mana', 'mahal', 'bayarnya', 'kocakk', 'pantesan', 'sepi']"",rate ga seberapa loginnya susah minta ampun mana mahal bayarnya kocakk pantesan sepi"
"1,Payah gak bisa dibuka percuma di donload,2025-10-06 11:05:04,,0,fb78f28c-0ef2-46e1-bbb7-6f66bbb87569,payah gak bisa dibuka percuma di donload,""['Payah', 'gak', 'bisa', 'dibuka', 'percuma', 'di', 'donload']"",""['payah', 'gak', 'bisa', 'dibuka', 'percuma', 'di', 'donload']"",""['payah', 'gak', 'bisa', 'dibuka', 'percuma', 'di', 'donload']"",payah gak bisa dibuka percuma di donload"
5,good,2025-10-06 10:45:08,,0,c6c57d92-2cec-44a1-98ea-7ab319a9203a,good,['good'],['good'],['good'],good
"5,kualitas flimnya bagus sekali,2025-10-06 10:12:45,,0,93909c99-6d10-47db-9285-098bb109496d,kualitas flimnya bagus sekali,""['kualitas', 'flimnya', 'bagus', 'sekali']"",""['kualita', 'flimnya', 'bagu', 'sekali']"",""['kualita', 'flimnya', 'bagu', 'sekali']"",kualita flimnya bagu sekali"
"5,Gpp bagus ajaðŸ˜Š,2025-10-06 10:06:28,,0,9b031527-37e6-4d7f-87ed-087798255198,gpp bagus ajaðŸ˜Š,""['Gpp', 'bagus', 'ajaðŸ˜Š']"",""['gpp', 'bagu', 'ajaðŸ˜Š']"",""['gpp', 'bagu']"",gpp bagu"
"1,sudah berhenti berlangganan masih aja saldo sya dikuras,2025-10-06 08:46:32,,0,6b8cdd42-08ef-4beb-a6a3-7767c31921de,sudah berhenti berlangganan masih aja saldo sya dikuras,""['sudah', 'berhenti', 'berlangganan', 'masih', 'aja', 'saldo', 'sya', 'dikuras']"",""['sudah', 'berhenti', 'berlangganan', 'masih', 'aja', 'saldo', 'sya', 'dikura']"",""['sudah', 'berhenti', 'berlangganan', 'masih', 'aja', 'saldo', 'sya', 'dikura']"",sudah berhenti berlangganan masih aja saldo sya dikura"
"1,""Assalamu'alaikum. Kpd yg terhormat aplikasi netflix. Aplikasi satu satu nya yg sangat jelek. Begitu saya download, dan saya coba daftar pakek gmail, langsung di arah kan ke gmail, di suruh bayar 54.000.itu kita sebagai warga Indonesia yg kurang mampu. Ngapain di buat aplikasi sejelek ini. Saya sangat kecewa."",2025-10-06 08:11:47,,0,670dc12a-e392-4414-abf8-110af46e8dda,""assalamu'alaikum. kpd yg terhormat aplikasi netflix. aplikasi satu satu nya yg sangat jelek. begitu saya download, dan saya coba daftar pakek gmail, langsung di arah kan ke gmail, di suruh bayar 54.000.itu kita sebagai warga indonesia yg kurang mampu. ngapain di buat aplikasi sejelek ini. saya sangat kecewa."",""[""""Assalamu'alaikum"""", '.', 'Kpd', 'yg', 'terhormat', 'aplikasi', 'netflix', '.', 'Aplikasi', 'satu', 'satu', 'nya', 'yg', 'sangat', 'jelek', '.', 'Begitu', 'saya', 'download', ',', 'dan', 'saya', 'coba', 'daftar', 'pakek', 'gmail', ',', 'langsung', 'di', 'arah', 'kan', 'ke', 'gmail', ',', 'di', 'suruh', 'bayar', '54.000.itu', 'kita', 'sebagai', 'warga', 'Indonesia', 'yg', 'kurang', 'mampu', '.', 'Ngapain', 'di', 'buat', 'aplikasi', 'sejelek', 'ini', '.', 'Saya', 'sangat', 'kecewa', '.']"",""[""""assalamu'alaikum"""", '.', 'kpd', 'yg', 'terhormat', 'aplikasi', 'netflix', '.', 'aplikasi', 'satu', 'satu', 'nya', 'yg', 'sangat', 'jelek', '.', 'begitu', 'saya', 'download', ',', 'dan', 'saya', 'coba', 'daftar', 'pakek', 'gmail', ',', 'langsung', 'di', 'arah', 'kan', 'ke', 'gmail', ',', 'di', 'suruh', 'bayar', '54.000.itu', 'kita', 'sebagai', 'warga', 'indonesia', 'yg', 'kurang', 'mampu', '.', 'ngapain', 'di', 'buat', 'aplikasi', 'sejelek', 'ini', '.', 'saya', 'sangat', 'kecewa', '.']"",""['kpd', 'yg', 'terhormat', 'aplikasi', 'netflix', 'aplikasi', 'satu', 'satu', 'nya', 'yg', 'sangat', 'jelek', 'begitu', 'saya', 'download', 'dan', 'saya', 'coba', 'daftar', 'pakek', 'gmail', 'langsung', 'di', 'arah', 'kan', 'ke', 'gmail', 'di', 'suruh', 'bayar', 'kita', 'sebagai', 'warga', 'indonesia', 'yg', 'kurang', 'mampu', 'ngapain', 'di', 'buat', 'aplikasi', 'sejelek', 'ini', 'saya', 'sangat', 'kecewa']"",kpd yg terhormat aplikasi netflix aplikasi satu satu nya yg sangat jelek begitu saya download dan saya coba daftar pakek gmail langsung di arah kan ke gmail di suruh bayar kita sebagai warga indonesia yg kurang mampu ngapain di buat aplikasi sejelek ini saya sangat kecewa"
"1,loginnya susah bgt gilak padahal sandi email ama no hp ga salahhh lohhh knp ga valid Mulu,2025-10-06 07:20:09,,0,83963fef-3685-40e9-a184-c91ece3e3917,loginnya susah bgt gilak padahal sandi email ama no hp ga salahhh lohhh knp ga valid mulu,""['loginnya', 'susah', 'bgt', 'gilak', 'padahal', 'sandi', 'email', 'ama', 'no', 'hp', 'ga', 'salahhh', 'lohhh', 'knp', 'ga', 'valid', 'Mulu']"",""['loginnya', 'susah', 'bgt', 'gilak', 'padah', 'sandi', 'email', 'ama', 'no', 'hp', 'ga', 'salahhh', 'lohhh', 'knp', 'ga', 'valid', 'mulu']"",""['loginnya', 'susah', 'bgt', 'gilak', 'padah', 'sandi', 'email', 'ama', 'hp', 'ga', 'salahhh', 'lohhh', 'knp', 'ga', 'valid', 'mulu']"",loginnya susah bgt gilak padah sandi email ama hp ga salahhh lohhh knp ga valid mulu"
"5,netflix seru yang drama,2025-10-06 07:10:23,,0,bd24660f-f114-4bf9-88d4-ceb2459a5599,netflix seru yang drama,""['netflix', 'seru', 'yang', 'drama']"",""['netflix', 'seru', 'yang', 'drama']"",""['netflix', 'seru', 'yang', 'drama']"",netflix seru yang drama"
